,location,total_sqft,bath,price,bhk
5606,Varthur Road,1247.0,2,58.0,3
5607,Varthur Road,1050.0,2,42.7,2
5608,Varthur Road,1255.0,2,52.76,2
5609,Varthur Road,1140.0,2,49.11,2
5610,Vasanthapura,1022.0,2,40.0,2
5611,Vasanthapura,1135.0,2,39.73,2
5612,Vasanthapura,995.0,2,34.82,2
5613,Vasanthapura,995.0,2,34.82,2
5614,Vasanthapura,1037.0,2,36.28,2
5615,Vasanthapura,978.0,2,34.22,2
5616,Vasanthapura,1037.0,2,36.28,2
5617,Vidyaranyapura,1440.0,2,95.0,2
5618,Vidyaranyapura,1062.0,2,38.0,2
5619,Vidyaranyapura,1200.0,2,55.0,2
5620,Vidyaranyapura,1200.0,4,90.0,4
5621,Vidyaranyapura,1060.0,2,55.0,2
5622,Vidyaranyapura,1100.0,2,54.0,2
5623,Vidyaranyapura,1440.0,2,70.0,3
5624,Vidyaranyapura,1100.0,2,54.0,2
5625,Vidyaranyapura,1000.0,2,35.0,2
5626,Vidyaranyapura,1120.0,2,70.0,2
5627,Vidyaranyapura,945.0,2,40.0,2
5628,Vidyaranyapura,1100.0,2,54.0,2
5629,Vidyaranyapura,1200.0,2,65.0,3
5630,Vidyaranyapura,1200.0,2,52.0,2
5631,Vidyaranyapura,1050.0,2,50.0,2
5632,Vidyaranyapura,1188.0,2,50.0,2
5633,Vidyaranyapura,1100.0,2,75.0,3
5634,Vidyaranyapura,1100.0,2,72.0,3
5635,Vidyaranyapura,2400.0,5,135.0,4
5636,Vidyaranyapura,1100.0,2,41.0,2
5637,Vidyaranyapura,1200.0,2,60.5,2
5638,Vidyaranyapura,1200.0,2,42.0,2
5639,Vijayanagar,1704.0,3,110.0,3
5640,Vijayanagar,1933.0,3,129.0,3
5641,Vijayanagar,1450.0,3,100.0,3
5642,Vijayanagar,1580.0,2,134.0,3
5643,Vijayanagar,1826.0,3,121.0,3
5644,Vijayanagar,1739.0,3,116.0,3
5645,Vijayanagar,1490.0,3,100.0,3
5646,Vijayanagar,1180.0,2,65.0,2
5647,Vijayanagar,606.0,1,34.78,1
5648,Vijayanagar,1352.0,2,68.0,2
5649,Vijayanagar,1527.0,3,115.0,3
5650,Vijayanagar,989.0,2,60.0,2
5651,Vijayanagar,1520.0,2,103.0,3
5652,Vijayanagar,1749.0,3,117.0,3
5653,Vijayanagar,1046.0,2,75.0,2
5654,Vijayanagar,606.0,1,40.0,1
5655,Vijayanagar,1200.0,2,62.0,2
5656,Vijayanagar,1760.0,3,140.0,3
5657,Vijayanagar,2047.0,3,136.0,3
5658,Vijayanagar,1200.0,2,75.0,3
5659,Vijayanagar,1178.0,2,82.0,2
5660,Vijayanagar,864.0,2,45.0,2
5661,Vijayanagar,2100.0,6,252.0,4
5662,Vijayanagar,920.0,2,60.0,2
5663,Vijayanagar,1019.0,2,58.0,2
5664,Vijayanagar,2400.0,6,125.0,5
5665,Vijayanagar,1180.0,2,86.0,2
5666,Vijayanagar,1046.0,2,49.06,2
5667,Vijayanagar,2400.0,2,230.0,1
5668,Vijayanagar,492.0,1,40.0,1
5669,Vishveshwarya Layout,750.0,1,30.0,1
5670,Vishveshwarya Layout,2000.0,4,75.0,4
5671,Vishveshwarya Layout,2100.0,6,92.0,6
5672,Vishveshwarya Layout,2000.0,3,90.0,4
5673,Vishwapriya Layout,820.0,2,30.0,2
5674,Vishwapriya Layout,770.0,2,30.0,2
5675,Vishwapriya Layout,910.0,2,36.0,2
5676,Vishwapriya Layout,890.0,2,37.0,2
5677,Vittasandra,1404.0,2,71.0,2
5678,Vittasandra,1246.0,2,67.0,2
5679,Vittasandra,1404.0,2,69.3,2
5680,Vittasandra,1246.0,2,67.3,2
5681,Vittasandra,1246.0,2,64.5,2
5682,Vittasandra,1246.0,2,64.5,2
5683,Vittasandra,1246.0,2,68.0,2
5684,Vittasandra,1238.0,2,67.0,2
5685,Vittasandra,1404.0,2,75.0,2
5686,Vittasandra,1246.0,2,65.0,2
5687,Vittasandra,1238.0,2,67.0,2
5688,Vittasandra,1246.0,2,67.4,2
5689,Vittasandra,1259.0,2,67.4,2
5690,Vittasandra,1404.0,2,68.8,2
5691,Vittasandra,1246.0,2,62.3,2
5692,Vittasandra,1246.0,2,63.0,2
5693,Vittasandra,1246.0,2,67.4,2
5694,Vittasandra,1246.0,2,65.4,2
5695,Vittasandra,1238.0,2,67.32,2
5696,Vittasandra,1246.0,2,67.4,2
5697,Vittasandra,1246.0,2,67.3,2
5698,Vittasandra,1404.0,2,70.0,2
5699,Vittasandra,1259.0,2,67.48,2
5700,Vittasandra,1404.0,2,75.0,2
5701,Vittasandra,1246.0,2,67.0,2
5702,Vittasandra,1404.0,2,72.0,2
5703,Vittasandra,1246.0,2,67.5,2
5704,Vittasandra,1246.0,2,67.5,2
5705,Vittasandra,1404.0,2,70.0,2
5706,Vittasandra,1246.0,2,65.0,2
5707,Vittasandra,1246.0,2,67.4,2
5708,Whitefield,1610.0,3,81.0,3
5709,Whitefield,1459.0,2,94.82,2
5710,Whitefield,1910.0,3,161.0,3
5711,Whitefield,3252.0,4,230.0,4
5712,Whitefield,11890.0,4,700.0,4
5713,Whitefield,1768.0,3,101.0,3
5714,Whitefield,4144.0,4,315.0,4
5715,Whitefield,4104.0,4,360.0,4
5716,Whitefield,1790.0,3,100.0,3
5717,Whitefield,1720.0,3,100.0,3
5718,Whitefield,1640.0,4,91.0,3
5719,Whitefield,2280.0,4,126.0,3
5720,Whitefield,1897.0,3,130.0,3
5721,Whitefield,2225.0,2,125.0,3
5722,Whitefield,2268.0,3,163.0,4
5723,Whitefield,2400.0,4,200.0,4
5724,Whitefield,1360.0,2,95.0,2
5725,Whitefield,1697.0,3,94.79,3
5726,Whitefield,5000.0,4,400.0,4
5727,Whitefield,3000.0,5,250.0,4
5728,Whitefield,1700.0,3,115.0,3
5729,Whitefield,2842.0,3,162.0,3
5730,Whitefield,1500.0,3,130.0,3
5731,Whitefield,1405.0,2,78.0,3
5732,Whitefield,2225.0,3,115.0,3
5733,Whitefield,1272.0,2,95.05,2
5734,Whitefield,1626.0,3,89.0,3
5735,Whitefield,1585.0,3,88.0,3
5736,Whitefield,1280.0,2,85.0,2
5737,Whitefield,1200.0,3,68.5,3
5738,Whitefield,4000.0,4,330.0,4
5739,Whitefield,1697.0,3,108.0,3
5740,Whitefield,3606.0,4,312.0,4
5741,Whitefield,950.0,1,50.0,1
5742,Whitefield,825.0,1,45.0,1
5743,Whitefield,1635.0,2,85.0,3
5744,Whitefield,1216.0,2,79.0,2
5745,Whitefield,920.0,2,63.0,2
5746,Whitefield,1118.0,2,75.0,2
5747,Whitefield,1800.0,3,110.0,3
5748,Whitefield,1562.0,3,103.0,3
5749,Whitefield,2321.0,4,128.0,3
5750,Whitefield,1320.0,2,95.0,2
5751,Whitefield,3010.0,3,200.0,3
5752,Whitefield,1346.0,2,96.17,2
5753,Whitefield,3850.0,5,316.0,3
5754,Whitefield,2500.0,4,155.0,4
5755,Whitefield,905.0,1,55.0,1
5756,Whitefield,2268.0,3,146.0,4
5757,Whitefield,3537.0,5,210.0,4
5758,Whitefield,1697.0,3,115.0,3
5759,Whitefield,3250.0,5,290.0,5
5760,Whitefield,3227.0,5,250.0,5
5761,Whitefield,1545.0,3,79.0,3
5762,Whitefield,3262.0,4,260.0,4
5763,Whitefield,1132.0,2,79.28,2
5764,Whitefield,2830.0,5,160.0,4
5765,Whitefield,3480.0,4,284.0,3
5766,Whitefield,3004.0,4,285.0,4
5767,Whitefield,750.0,2,52.7,2
5768,Whitefield,1200.0,3,61.96,3
5769,Whitefield,3445.0,5,270.0,4
5770,Whitefield,1700.0,3,140.0,3
5771,Whitefield,4827.0,4,400.0,4
5772,Whitefield,3252.0,4,280.0,4
5773,Whitefield,1150.0,2,90.0,2
5774,Whitefield,2400.0,4,147.0,4
5775,Whitefield,624.0,1,35.0,1
5776,Whitefield,1700.0,3,95.0,3
5777,Whitefield,4960.0,4,400.0,4
5778,Whitefield,2928.0,4,198.0,4
5779,Whitefield,2700.0,5,175.0,3
5780,Whitefield,1216.0,2,84.0,2
5781,Whitefield,2882.0,5,204.0,4
5782,Whitefield,1840.0,3,140.0,3
5783,Whitefield,1778.0,3,122.0,3
5784,Whitefield,650.0,1,25.0,1
5785,Whitefield,2155.0,3,125.0,4
5786,Whitefield,905.0,1,52.0,1
5787,Whitefield,1216.0,2,75.0,2
5788,Whitefield,1255.0,2,77.0,2
5789,Whitefield,1745.0,3,100.0,3
5790,Whitefield,3200.0,4,224.0,4
5791,Whitefield,825.0,1,44.9,1
5792,Whitefield,1870.0,3,138.0,3
5793,Whitefield,1862.0,3,125.0,3
5794,Whitefield,1655.0,3,113.0,3
5795,Whitefield,530.0,1,29.44,1
5796,Whitefield,905.0,1,50.0,1
5797,Whitefield,1600.0,3,82.0,3
5798,Whitefield,1230.0,4,80.0,4
5799,Whitefield,905.0,1,52.0,1
5800,Whitefield,1216.0,2,83.0,2
5801,Whitefield,1216.0,2,75.0,2
5802,Whitefield,4000.0,4,380.0,4
5803,Whitefield,750.0,1,51.0,1
5804,Whitefield,1173.0,2,77.0,2
5805,Whitefield,1200.0,3,68.4,3
5806,Whitefield,3425.0,5,250.0,4
5807,Whitefield,2173.0,3,128.0,3
5808,Whitefield,905.0,1,62.0,1
5809,Whitefield,1870.0,3,138.0,3
5810,Whitefield,1320.0,2,99.26,2
5811,Whitefield,2901.0,4,190.0,3
5812,Whitefield,1485.0,2,96.51,2
5813,Whitefield,1755.0,3,101.0,3
5814,Whitefield,2225.0,3,149.0,3
5815,Whitefield,1250.0,2,82.0,2
5816,Whitefield,605.0,1,40.0,1
5817,Whitefield,2210.0,3,156.0,3
5818,Whitefield,1173.0,2,78.2,2
5819,Whitefield,1740.0,4,130.0,3
5820,Whitefield,1216.0,2,75.0,2
5821,Whitefield,1655.0,3,120.0,3
5822,Whitefield,4003.0,6,300.0,4
5823,Whitefield,2023.0,4,130.0,3
5824,Whitefield,2134.0,4,118.0,3
5825,Whitefield,905.0,1,60.0,1
5826,Whitefield,1452.0,3,90.0,3
5827,Whitefield,2850.0,5,240.0,4
5828,Whitefield,2830.0,5,190.0,4
5829,Whitefield,840.0,1,57.6,1
5830,Whitefield,1991.0,3,104.0,3
5831,Whitefield,1655.0,3,97.0,3
5832,Whitefield,1850.0,3,150.0,3
5833,Whitefield,1200.0,3,67.77,3
5834,Whitefield,1290.0,2,90.0,2
5835,Whitefield,1216.0,2,75.0,2
5836,Whitefield,1356.0,2,94.84,2
5837,Whitefield,1338.0,2,103.0,2
5838,Whitefield,3450.0,4,208.0,3
5839,Whitefield,1267.0,2,90.33,2
5840,Whitefield,2400.0,4,143.0,4
5841,Whitefield,1836.0,3,125.0,3
5842,Whitefield,3596.0,3,200.0,3
5843,Whitefield,1275.0,2,65.0,3
5844,Whitefield,1216.0,2,82.0,2
5845,Whitefield,1564.0,3,103.0,3
5846,Whitefield,1585.0,3,84.0,3
5847,Whitefield,1558.0,3,90.0,3
5848,Whitefield,1216.0,2,75.0,2
5849,Whitefield,1704.0,3,120.0,3
5850,Whitefield,1570.0,3,88.0,3
5851,Whitefield,1216.0,2,84.03,2
5852,Whitefield,2025.0,4,115.0,3
5853,Whitefield,1346.0,2,100.0,3
5854,Whitefield,2990.0,3,198.0,4
5855,Whitefield,1720.0,3,98.97,3
5856,Whitefield,1600.0,3,95.0,3
5857,Whitefield,1655.0,3,108.0,3
5858,Whitefield,1740.0,3,95.0,3
5859,Whitefield,1350.0,2,88.0,2
5860,Whitefield,1216.0,2,80.0,2
5861,Whitefield,2900.0,4,225.0,4
5862,Whitefield,1340.0,2,101.0,2
5863,Whitefield,1500.0,3,78.57,3
5864,Whitefield,1626.0,3,85.0,3
5865,Whitefield,1270.0,2,65.0,3
5866,Whitefield,3117.0,3,261.0,3
5867,Whitefield,3150.0,3,290.0,3
5868,Whitefield,2956.0,5,234.0,4
5869,Whitefield,2247.0,3,145.0,3
5870,Whitefield,3940.0,5,265.0,4
5871,Whitefield,1180.0,2,77.0,2
5872,Whitefield,2140.0,3,139.0,3
5873,Whitefield,1314.0,2,84.0,2
5874,Whitefield,1431.0,3,85.0,3
5875,Whitefield,524.0,1,29.0,1
5876,Whitefield,2830.0,4,161.0,4
5877,Whitefield,2135.0,3,149.0,4
5878,Whitefield,3075.0,2,188.0,4
5879,Whitefield,1760.0,3,160.0,3
5880,Whitefield,1655.0,3,110.0,3
5881,Whitefield,840.0,1,57.0,1
5882,Whitefield,1725.0,3,106.0,3
5883,Whitefield,516.0,1,39.0,1
5884,Whitefield,6000.0,4,410.0,4
5885,Whitefield,1639.0,3,107.0,3
5886,Whitefield,1820.0,3,113.0,3
5887,Whitefield,3565.0,4,218.0,4
5888,Whitefield,3410.0,5,253.0,4
5889,Whitefield,4500.0,4,330.0,4
5890,Whitefield,1250.0,2,85.0,2
5891,Whitefield,1820.0,3,140.0,3
5892,Whitefield,3453.0,4,247.0,4
5893,Whitefield,2280.0,4,125.0,3
5894,Whitefield,2882.0,5,200.0,4
5895,Whitefield,1270.0,2,94.0,2
5896,Whitefield,1220.0,2,89.0,2
5897,Whitefield,3758.0,3,300.0,3
5898,Whitefield,5400.0,5,475.0,4
5899,Whitefield,1396.0,3,74.0,3
5900,Whitefield,1615.0,3,96.9,3
5901,Whitefield,1216.0,2,75.0,2
5902,Whitefield,2321.0,4,157.0,3
5903,Whitefield,1224.0,2,75.0,2
5904,Whitefield,1655.0,3,113.0,3
5905,Whitefield,4144.0,5,331.0,5
5906,Whitefield,1200.0,3,67.75,3
5907,Whitefield,2444.0,4,145.0,4
5908,Whitefield,1270.0,2,110.0,2
5909,Whitefield,1660.0,3,110.0,3
5910,Whitefield,1270.0,2,105.0,2
5911,Whitefield,1173.0,2,78.2,2
5912,Whitefield,1362.0,2,85.0,2
5913,Whitefield,1457.0,2,105.0,3
5914,Whitefield,1720.0,3,128.0,3
5915,Whitefield,1564.0,3,103.0,3
5916,Whitefield,1639.0,3,107.0,3
5917,Whitefield,1760.0,3,139.0,3
5918,Whitefield,613.0,1,48.0,1
5919,Whitefield,1730.0,3,125.0,3
5920,Whitefield,877.0,1,59.0,1
5921,Yelachenahalli,1464.0,2,105.0,3
5922,Yelachenahalli,2400.0,1,150.0,2
5923,Yelachenahalli,1700.0,3,130.0,3
5924,Yelachenahalli,1080.0,2,55.0,2
5925,Yelachenahalli,1400.0,2,78.0,2
5926,Yelachenahalli,1330.0,3,73.5,3
5927,Yelachenahalli,800.0,1,30.0,2
5928,Yelachenahalli,1100.0,2,60.0,2
5929,Yelachenahalli,1365.0,2,72.0,3
5930,Yelachenahalli,1103.0,2,55.0,2
5931,Yelachenahalli,1000.0,2,50.0,2
5932,Yelahanka,1326.0,2,78.0,2
5933,Yelahanka,1705.0,3,95.0,3
5934,Yelahanka,1234.0,2,80.0,2
5935,Yelahanka,1315.0,2,85.0,2
5936,Yelahanka,1170.0,2,62.5,2
5937,Yelahanka,697.0,1,45.0,1
5938,Yelahanka,2195.0,4,127.0,3
5939,Yelahanka,1614.0,3,95.0,3
5940,Yelahanka,628.0,1,24.0,1
5941,Yelahanka,654.0,1,38.4,1
5942,Yelahanka,1825.0,3,105.0,3
5943,Yelahanka,1603.0,3,96.0,3
5944,Yelahanka,1304.0,2,79.0,2
5945,Yelahanka,1517.0,3,76.3,3
5946,Yelahanka,1327.0,2,85.0,2
5947,Yelahanka,1566.0,3,97.0,3
5948,Yelahanka,1270.0,2,78.0,2
5949,Yelahanka,1400.0,2,80.54,3
5950,Yelahanka,1322.0,2,86.0,2
5951,Yelahanka,1100.0,2,70.0,2
5952,Yelahanka,1200.0,2,70.0,2
5953,Yelahanka,2675.0,4,140.0,4
5954,Yelahanka,654.0,1,37.0,1
5955,Yelahanka,1465.0,3,80.01,3
5956,Yelahanka,2145.0,3,125.0,3
5957,Yelahanka,1322.0,2,75.0,2
5958,Yelahanka,602.0,1,26.0,1
5959,Yelahanka,1100.0,2,60.0,2
5960,Yelahanka,1614.0,2,100.0,3
5961,Yelahanka,1890.0,3,108.0,3
5962,Yelahanka,1556.0,3,86.0,3
5963,Yelahanka,1610.0,4,85.0,3
5964,Yelahanka,1859.0,3,108.0,3
5965,Yelahanka,1322.0,2,80.0,2
5966,Yelahanka,2600.0,4,175.0,4
5967,Yelahanka,1305.0,2,78.0,2
5968,Yelahanka,1711.0,3,85.61,3
5969,Yelahanka,1315.0,2,75.0,2
5970,Yelahanka,3600.0,6,200.0,6
5971,Yelahanka,1614.0,3,95.0,3
5972,Yelahanka,1650.0,3,105.0,3
5973,Yelahanka,3990.0,4,260.0,4
5974,Yelahanka,1620.0,3,90.0,3
5975,Yelahanka,654.0,1,36.25,1
5976,Yelahanka,1614.0,3,93.0,3
5977,Yelahanka,694.0,1,30.84,1
5978,Yelahanka,1115.0,2,60.0,2
5979,Yelahanka,2317.0,4,140.0,3
5980,Yelahanka,1653.0,3,93.0,3
5981,Yelahanka,654.0,1,38.0,1
5982,Yelahanka,1445.0,2,82.0,2
5983,Yelahanka,602.0,1,38.0,1
5984,Yelahanka,697.0,1,35.0,1
5985,Yelahanka,682.0,1,36.23,1
5986,Yelahanka,1560.0,2,98.0,3
5987,Yelahanka,1780.0,3,107.0,3
5988,Yelahanka,1342.0,2,75.0,3
5989,Yelahanka,1823.0,3,103.0,3
5990,Yelahanka,1792.0,3,104.0,3
5991,Yelahanka,1304.0,2,69.97,2
5992,Yelahanka,1300.0,2,69.23,2
5993,Yelahanka,1705.0,3,91.0,3
5994,Yelahanka,1835.0,3,108.0,3
5995,Yelahanka,1847.0,3,92.0,3
5996,Yelahanka,1890.0,3,109.0,3
5997,Yelahanka,700.0,1,38.0,1
5998,Yelahanka,1491.0,3,85.0,3
5999,Yelahanka,2088.0,5,110.0,4
6000,Yelahanka,3019.0,6,190.0,4
6001,Yelahanka,1600.0,3,100.0,3
6002,Yelahanka,1705.0,3,85.0,3
6003,Yelahanka,1350.0,2,85.0,3
6004,Yelahanka,1633.0,3,110.0,3
6005,Yelahanka,1355.0,2,75.0,3
6006,Yelahanka,1175.0,2,67.77,2
6007,Yelahanka,1322.0,2,77.9,2
6008,Yelahanka,602.0,1,33.0,1
6009,Yelahanka,1315.0,2,77.0,2
6010,Yelahanka,567.0,1,25.0,1
6011,Yelahanka,602.0,2,30.0,1
6012,Yelahanka,1234.0,2,80.0,2
6013,Yelahanka,1267.0,3,78.0,2
6014,Yelahanka,1360.0,2,78.19,2
6015,Yelahanka New Town,650.0,1,33.0,1
6016,Yelahanka New Town,500.0,1,20.0,1
6017,Yelahanka New Town,440.0,1,16.5,1
6018,Yelahanka New Town,1610.0,3,92.0,3
6019,Yelahanka New Town,1700.0,3,90.0,3
6020,Yelahanka New Town,650.0,1,20.0,1
6021,Yelahanka New Town,350.0,1,13.5,1
6022,Yelahanka New Town,1385.0,2,65.0,2
6023,Yelahanka New Town,500.0,2,24.0,1
6024,Yelahanka New Town,650.0,1,17.0,1
6025,Yelahanka New Town,450.0,1,16.0,1
6026,Yelahanka New Town,960.0,2,50.0,2
6027,Yelahanka New Town,1209.0,2,65.0,3
6028,Yelahanka New Town,1400.0,2,80.0,3
6029,Yelahanka New Town,450.0,1,15.0,1
6030,Yelahanka New Town,500.0,1,18.0,1
6031,Yelahanka New Town,1420.0,2,75.0,3
6032,Yelahanka New Town,2200.0,2,180.0,2
6033,Yelahanka New Town,488.0,1,20.0,1
6034,Yelahanka New Town,1100.0,2,58.0,2
6035,Yelahanka New Town,1000.0,2,44.0,2
6036,Yelahanka New Town,650.0,1,18.0,1
6037,Yelahanka New Town,1740.0,3,150.0,3
6038,Yelahanka New Town,1290.0,2,70.0,2
6039,Yelenahalli,1240.0,2,47.12,2
6040,Yelenahalli,1200.0,2,46.17,2
6041,Yelenahalli,1260.0,2,47.88,2
6042,Yelenahalli,1175.0,2,50.0,2
6043,Yelenahalli,1650.0,3,68.0,3
6044,Yelenahalli,1200.0,2,45.6,2
6045,Yelenahalli,1200.0,2,46.17,2
6046,Yelenahalli,1160.0,2,44.08,2
6047,Yeshwanthpur,1693.0,3,108.0,3
6048,Yeshwanthpur,667.0,1,36.85,1
6049,Yeshwanthpur,1950.0,4,130.0,4
6050,Yeshwanthpur,665.0,1,36.85,1
6051,Yeshwanthpur,671.0,1,36.85,1
6052,Yeshwanthpur,1852.0,3,160.0,3
6053,Yeshwanthpur,668.0,1,36.85,1
6054,Yeshwanthpur,1185.0,2,75.84,2
6055,Yeshwanthpur,1195.0,2,100.0,2
6056,Yeshwanthpur,1313.0,3,96.0,3
6057,Yeshwanthpur,1400.0,2,100.0,2
6058,Yeshwanthpur,673.0,1,36.85,1
6059,Yeshwanthpur,669.0,1,36.85,1
6060,Yeshwanthpur,3027.0,4,260.0,3
6061,Yeshwanthpur,670.0,1,36.85,1
6062,Yeshwanthpur,1240.0,2,80.0,2
6063,Yeshwanthpur,1713.0,3,110.0,3
6064,Yeshwanthpur,1144.0,2,67.0,2
6065,Yeshwanthpur,1541.0,2,130.0,2
6066,Yeshwanthpur,1362.0,2,100.0,2
6067,Yeshwanthpur,666.0,1,36.8,1
6068,Yeshwanthpur,1855.0,3,140.0,3
6069,Yeshwanthpur,1165.0,2,85.0,2
6070,Yeshwanthpur,1825.0,3,145.0,3
6071,Yeshwanthpur,994.0,2,54.67,1
6072,Yeshwanthpur,650.0,1,40.0,1
6073,Yeshwanthpur,1855.0,3,140.0,3
6074,Yeshwanthpur,1500.0,3,100.0,3
6075,Yeshwanthpur,674.0,1,36.85,1
6076,Yeshwanthpur,672.0,1,36.85,1
6077,Yeshwanthpur,1195.0,2,100.0,2
6078,Yeshwanthpur,1692.0,3,108.0,3
6079,Yeshwanthpur,2500.0,5,185.0,6
6080,Yeshwanthpur,1855.0,3,135.0,3
6081,Yeshwanthpur,1876.0,3,160.0,3
6082,other,2770.0,4,290.0,3
6083,other,600.0,1,38.0,1
6084,other,1500.0,2,185.0,2
6085,other,840.0,2,45.0,2
6086,other,4395.0,3,240.0,3
6087,other,845.0,2,55.0,2
6088,other,2511.0,3,205.0,3
6089,other,1660.0,2,105.0,3
6090,other,1200.0,2,65.0,2
6091,other,1200.0,3,90.0,3
6092,other,782.0,2,55.68,2
6093,other,1800.0,3,120.0,3
6094,other,1413.0,2,75.0,3
6095,other,945.0,2,54.0,2
6096,other,1870.0,3,110.0,3
6097,other,1260.0,2,85.05,3
6098,other,2795.0,4,235.0,3
6099,other,1904.0,3,150.0,3
6100,other,2000.0,3,175.0,3
6101,other,1500.0,3,100.0,3
6102,other,1783.0,3,115.0,3
6103,other,912.0,2,70.0,3
6104,other,1580.0,3,100.0,3
6105,other,1415.0,3,78.0,3
6106,other,2405.0,4,260.0,3
6107,other,1500.0,2,115.0,2
6108,other,1060.0,2,60.0,2
6109,other,2600.0,8,180.0,8
6110,other,1285.0,2,72.5,2
6111,other,4050.0,3,280.0,3
6112,other,1280.0,2,69.0,2
6113,other,3045.0,3,170.0,3
6114,other,900.0,2,110.0,2
6115,other,1560.0,3,115.0,3
6116,other,1200.0,4,165.0,4
6117,other,1645.0,3,95.0,3
6118,other,1200.0,2,79.0,2
6119,other,1350.0,2,140.0,3
6120,other,1800.0,3,150.0,3
6121,other,1762.0,3,125.0,3
6122,other,1200.0,3,90.0,3
6123,other,2023.71,3,275.0,3
6124,other,2150.0,4,240.0,3
6125,other,3309.0,4,325.0,4
6126,other,5000.0,9,360.0,11
6127,other,1150.0,2,126.0,2
6128,other,1200.0,2,74.0,2
6129,other,1753.0,3,120.0,3
6130,other,720.0,2,45.0,2
6131,other,1200.0,3,165.0,4
6132,other,700.0,1,41.0,1
6133,other,1595.0,3,115.0,3
6134,other,1353.0,2,110.0,2
6135,other,1200.0,2,85.0,1
6136,other,1325.0,2,90.0,3
6137,other,1056.0,2,80.0,2
6138,other,1600.0,3,86.0,3
6139,other,1544.0,3,120.0,3
6140,other,1200.0,2,65.0,2
6141,other,540.0,1,36.0,1
6142,other,1578.0,3,180.0,3
6143,other,1600.0,2,115.0,2
6144,other,416.0,1,18.5,1
6145,other,834.0,1,60.0,1
6146,other,1125.0,4,70.0,3
6147,other,3000.0,5,260.0,4
6148,other,2160.0,5,250.0,6
6149,other,469.0,1,25.0,1
6150,other,1630.0,2,200.0,2
6151,other,1200.0,2,70.0,3
6152,other,1350.0,3,77.0,3
6153,other,1180.0,2,78.34,3
6154,other,1355.0,2,115.0,2
6155,other,600.0,1,50.0,1
6156,other,1875.0,3,165.0,3
6157,other,600.0,2,55.0,2
6158,other,1750.0,3,120.0,3
6159,other,1092.0,2,98.5,3
6160,other,1855.0,3,225.0,3
6161,other,425.0,1,20.03,1
6162,other,600.0,1,60.0,1
6163,other,1468.0,2,140.0,2
6164,other,4300.0,5,550.0,4
6165,other,775.0,2,55.0,2
6166,other,1352.0,3,135.0,3
6167,other,1200.0,3,95.0,4
6168,other,1976.0,3,184.0,3
6169,other,5500.0,4,600.0,4
6170,other,1200.0,3,95.0,3
6171,other,1180.0,2,69.0,2
6172,other,686.0,1,17.0,1
6173,other,1500.0,4,180.0,4
6174,other,1282.0,2,87.0,2
6175,other,1500.0,2,95.0,3
6176,other,1300.0,1,115.0,2
6177,other,530.0,1,20.0,1
6178,other,1350.0,2,80.0,2
6179,other,2400.0,6,125.0,8
6180,other,1141.0,2,62.0,2
6181,other,950.0,1,40.0,1
6182,other,1480.0,3,90.0,3
6183,other,1600.0,3,90.0,3
6184,other,1200.0,4,135.0,4
6185,other,1500.0,3,115.0,3
6186,other,1824.0,3,125.0,3
6187,other,750.0,1,56.25,1
6188,other,6000.0,5,400.0,4
6189,other,2400.0,3,170.0,3
6190,other,1500.0,2,98.0,3
6191,other,3095.0,3,350.0,3
6192,other,1200.0,1,28.0,1
6193,other,1500.0,3,100.0,3
6194,other,1560.0,5,145.0,5
6195,other,1560.0,3,188.0,3
6196,other,485.0,1,15.0,1
6197,other,1200.0,3,130.0,3
6198,other,1050.0,2,67.0,2
6199,other,1596.0,3,105.0,3
6200,other,1200.0,3,85.0,3
6201,other,1132.0,2,67.0,2
6202,other,1515.0,3,88.0,3
6203,other,1380.0,2,80.0,2
6204,other,4346.0,5,500.0,4
6205,other,2200.0,3,187.0,3
6206,other,3329.0,3,330.0,3
6207,other,3600.0,4,300.0,4
6208,other,3500.0,3,450.0,4
6209,other,1093.0,2,65.0,2
6210,other,1535.0,3,95.0,3
6211,other,1100.0,2,62.7,2
6212,other,2197.0,4,280.0,3
6213,other,1100.0,2,60.0,2
6214,other,1600.0,3,172.0,4
6215,other,1450.0,2,85.0,3
6216,other,2000.0,3,166.0,4
6217,other,1756.0,3,100.0,3
6218,other,1532.0,3,92.0,3
6219,other,1650.0,3,110.0,3
6220,other,1200.0,2,66.0,2
6221,other,1525.0,2,122.0,3
6222,other,2400.0,3,200.0,4
6223,other,1000.0,2,130.0,2
6224,other,3040.0,1,180.0,2
6225,other,1390.0,3,120.0,3
6226,other,1135.0,2,68.0,2
6227,other,900.0,2,55.0,2
6228,other,2500.0,3,250.0,3
6229,other,1269.72,2,68.0,2
6230,other,1168.0,3,70.0,3
6231,other,2100.0,4,155.0,4
6232,other,1515.0,3,93.93,3
6233,other,2700.0,4,214.0,6
6234,other,2000.0,3,210.0,3
6235,other,2400.0,4,300.0,5
6236,other,1760.0,3,176.0,3
6237,other,595.0,1,42.0,1
6238,other,1170.0,2,86.0,2
6239,other,2200.0,4,235.0,4
6240,other,1650.0,3,175.0,3
6241,other,1670.0,3,91.86,3
6242,other,1250.0,2,80.0,3
6243,other,1650.0,4,160.0,3
6244,other,800.0,2,50.0,2
6245,other,1225.0,2,150.0,2
6246,other,3675.0,4,367.0,4
6247,other,1200.0,2,150.0,2
